NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,phishing
1,0,2,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,0,0,1
1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,7,0,0,0,1
2,0,3,97,2,0,0,0,5,0,1,0,0,6,1,1,0,0,1,0,13,25,51,0,0,1
2,0,5,137,1,0,0,0,3,0,1,0,0,16,1,1,0,0,1,0,14,87,28,0,0,1
4,0,4,92,0,0,0,0,0,0,1,0,0,12,1,1,0,0,0,0,24,27,33,0,0,1
4,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,21,0,0,0,1
3,1,2,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,26,0,0,0,1
3,1,3,45,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,21,0,0,0,1
4,2,1,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,12,0,0,0,1
1,0,3,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,30,0,0,0,1
3,0,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,20,5,0,0,1
4,0,3,79,0,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,15,20,36,0,0,1
3,1,4,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,41,0,0,1,1
2,1,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,24,0,0,0,1
4,2,3,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,26,9,0,0,1
3,1,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,28,0,0,0,1
2,1,5,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,29,0,0,0,1
5,1,2,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,22,0,0,0,1
2,0,4,66,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,25,34,0,0,0,1
1,0,3,42,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,14,21,0,0,0,1
1,0,6,88,0,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,22,59,0,0,0,1
1,0,6,88,0,0,0,0,0,0,0,0,0,25,1,1,0,0,1,0,22,59,0,0,0,1
3,1,4,60,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,31,0,0,0,1
4,1,3,48,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,22,0,0,0,1
3,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,24,0,0,0,1
1,0,4,43,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,19,0,0,0,1
4,1,3,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,27,0,0,0,1
2,0,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,14,0,0,0,1
2,0,4,102,2,1,0,0,3,0,2,1,0,1,1,0,0,0,0,0,17,29,48,0,0,1
4,1,5,62,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,36,0,0,0,1
4,1,5,73,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,19,47,0,0,0,1
4,1,7,132,0,0,0,0,3,0,0,0,0,6,1,1,0,0,0,0,19,106,0,0,0,1
4,1,9,137,0,0,0,0,3,0,0,0,0,6,1,1,0,0,0,0,19,111,0,0,0,1
5,1,2,52,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,26,0,0,0,1
2,0,3,141,2,0,0,0,7,0,2,2,0,8,1,1,0,0,1,0,13,25,95,0,0,1
3,1,3,50,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,21,22,0,0,0,1
3,1,2,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,18,0,0,0,1
3,0,2,73,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,21,15,29,0,1,1
1,0,4,69,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,21,41,0,0,0,1
2,0,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,8,0,0,0,1
3,0,5,95,1,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,13,41,33,0,0,1
2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,16,0,0,0,1
2,0,5,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,29,0,0,0,1
2,0,3,84,0,0,0,0,0,0,1,0,0,21,1,1,0,0,0,0,19,44,13,0,0,1
3,2,2,32,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,10,0,0,0,1
5,1,3,88,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,20,61,0,0,0,1
5,1,2,87,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,20,60,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,13,53,0,0,0,1
2,1,3,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,30,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,13,53,0,0,0,1
3,1,4,114,2,0,0,0,5,0,1,0,0,2,1,0,0,0,0,0,24,31,51,0,1,1
2,0,4,73,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,53,0,0,0,1
3,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,16,0,0,0,1
2,0,2,52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,27,0,0,0,1
1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,6,0,0,0,1
3,0,4,59,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,26,0,0,0,1
1,0,3,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,12,0,0,0,1
2,0,5,108,0,0,0,0,2,0,0,0,0,16,1,1,0,0,1,0,14,87,0,0,0,1
2,0,4,70,0,0,0,0,0,1,0,0,0,15,1,1,0,0,0,0,22,41,0,0,0,1
2,0,8,89,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,17,65,0,0,1,1
1,0,4,79,1,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,13,59,0,0,0,1
1,0,4,79,1,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,13,59,0,0,0,1
1,0,4,79,1,0,0,0,0,0,0,0,0,33,1,1,0,0,0,0,13,59,0,0,0,1
1,0,4,79,1,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,13,59,0,0,0,1
2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,17,0,0,0,1
2,0,6,63,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,12,44,0,0,0,1
1,0,5,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,1
1,0,5,54,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,28,0,0,0,1
1,0,8,85,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,60,0,0,0,1
2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,14,0,0,0,1
2,0,3,84,0,0,0,0,0,0,1,0,0,18,1,1,0,0,0,0,19,44,13,0,0,1
6,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,36,0,0,0,1
2,0,4,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,15,19,0,0,0,1
3,1,2,52,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,14,17,13,0,0,1
2,0,4,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,15,26,0,0,0,1
3,1,5,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,36,0,0,0,1
3,1,4,158,2,0,0,0,7,0,2,2,0,4,1,0,0,0,0,0,24,31,95,0,1,1
3,1,4,62,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24,31,0,0,1,1
1,0,2,33,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,12,0,0,0,1
2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,16,0,0,0,1
2,0,3,133,2,0,0,0,7,0,2,2,0,8,1,1,0,0,1,0,13,25,87,0,0,1
1,0,6,57,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,16,34,0,0,0,1
4,0,3,200,0,0,0,0,0,0,3,2,0,54,1,1,0,0,0,0,10,52,130,0,2,1
1,0,3,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,1
2,0,3,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,26,0,0,0,1
2,0,3,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,27,0,0,0,1
5,4,2,55,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,36,12,0,0,0,1
6,4,2,70,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,36,27,0,0,0,1
2,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,9,0,0,0,1
3,1,4,63,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,34,0,0,0,1
3,1,4,150,2,0,0,0,7,0,2,2,0,4,1,0,0,0,0,0,24,31,87,0,1,1
2,0,2,47,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,9,17,13,0,0,1
1,0,4,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,15,0,0,0,1
3,1,4,58,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,32,0,0,0,1
3,0,4,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,39,0,0,0,1
4,0,3,168,0,0,0,0,5,0,13,7,0,9,1,0,1,0,0,0,12,22,126,0,1,1
4,0,3,72,0,0,0,0,1,0,5,5,0,11,1,0,1,0,0,0,12,22,30,0,0,1
4,0,3,93,0,0,0,0,3,0,3,3,0,9,1,0,1,0,0,0,12,22,51,0,0,1
2,0,4,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,45,0,0,0,1
3,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16,0,0,0,1
2,0,4,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,27,0,0,0,1
1,0,3,37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,8,0,0,0,1
4,0,3,116,0,0,0,0,2,0,5,0,0,9,1,0,1,0,0,0,12,22,74,0,1,1
4,0,3,46,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,12,22,4,0,0,1
2,0,4,49,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,15,27,0,0,0,1
1,0,4,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,19,0,0,0,1
2,0,3,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,28,0,0,0,1
2,0,5,122,0,0,0,0,0,0,2,1,0,25,1,0,0,0,0,0,17,40,57,0,0,1
3,1,4,86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,43,16,0,1,1
2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,25,0,0,0,1
7,3,10,199,3,0,0,0,1,0,2,1,0,24,1,0,0,1,1,0,31,103,57,0,0,1
2,0,2,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,15,0,0,0,1
3,0,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,31,0,0,0,1
2,0,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,22,0,0,1,1
4,1,6,98,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,29,44,17,0,1,1
2,0,4,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,26,0,0,0,1
4,2,4,75,5,5,0,0,0,0,0,0,0,13,1,1,0,0,1,0,36,32,0,0,0,1
2,0,2,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,20,0,0,0,1
1,0,4,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,23,0,0,0,1
4,2,4,84,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,17,28,31,0,2,1
4,2,4,103,5,4,0,0,0,0,0,0,0,14,1,1,0,0,1,0,36,43,16,0,1,1
2,0,6,71,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,48,0,0,0,1
6,0,5,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,39,0,0,1,1
2,0,4,40,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,16,0,0,0,1
2,0,5,46,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,22,0,0,0,1
3,0,2,55,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,20,28,0,0,0,1
2,1,2,77,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,19,10,40,0,0,1
2,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,10,0,0,0,1
2,0,2,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,7,0,0,0,1
1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,0,1
4,2,2,36,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,14,0,0,0,1
3,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,23,0,0,0,1
3,1,6,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,46,0,0,0,1
2,0,4,82,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,62,0,0,1,1
2,0,5,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,48,0,0,0,1
4,0,6,75,1,0,0,0,5,0,0,0,0,12,1,1,0,0,0,0,11,57,0,0,0,1
4,2,4,86,5,4,0,0,0,0,0,0,0,14,1,1,0,0,1,0,36,43,0,0,0,1
2,0,5,102,0,0,0,0,3,0,0,0,0,16,1,1,0,0,1,0,14,81,0,0,1,1
2,1,2,89,1,0,0,0,3,0,2,1,0,1,1,0,0,0,0,0,19,10,52,0,0,1
2,0,5,69,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,46,0,0,1,1
3,1,1,38,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,23,8,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,13,53,0,0,0,1
2,1,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,1,0,0,0,1
2,0,4,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,27,0,0,1,1
3,1,5,73,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,46,0,0,1,1
2,0,5,82,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,12,46,16,0,0,1
2,0,5,82,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,12,48,14,0,0,1
2,0,5,81,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,12,42,19,0,0,1
1,0,5,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11,28,0,0,0,1
3,1,3,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,26,0,0,0,1
1,0,2,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,10,0,0,0,1
2,0,6,65,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,20,38,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,13,53,0,0,0,1
3,0,5,56,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,35,0,0,0,1
2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,33,0,0,0,1
2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,20,0,0,0,1
2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,20,0,0,0,1
2,0,2,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,27,0,0,0,1
4,0,3,84,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,16,61,0,0,0,1
4,0,2,83,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,16,60,0,0,0,1
5,0,3,94,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,16,71,0,0,0,1
4,1,6,80,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,26,47,0,0,0,1
4,1,5,77,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,51,0,0,0,1
2,0,2,36,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,13,16,0,0,0,1
4,0,3,151,0,0,0,0,1,0,3,2,0,50,1,0,1,0,0,0,12,22,109,0,1,1
4,0,3,66,0,0,0,0,2,0,2,2,0,9,1,0,1,0,0,0,12,22,24,0,0,1
4,0,3,54,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,12,0,0,1
4,0,3,65,0,0,0,0,3,0,2,2,0,9,1,0,1,0,0,0,12,22,23,0,0,1
4,0,3,61,0,0,0,0,1,0,3,3,0,11,1,0,1,0,0,0,12,22,19,0,0,1
4,0,3,61,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,19,0,0,1
4,0,3,106,0,0,0,0,3,0,5,4,0,9,1,0,1,0,0,0,12,22,64,0,1,1
4,0,3,171,0,0,0,0,3,0,10,6,0,43,1,0,1,0,0,0,12,22,129,0,1,1
1,0,4,64,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,14,43,0,0,0,1
1,0,4,64,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,14,43,0,0,0,1
2,0,2,43,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,22,0,0,0,1
1,0,2,27,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,6,0,0,0,1
4,0,3,137,0,0,0,0,4,0,8,4,0,9,1,0,1,0,0,0,12,22,95,0,1,1
4,0,4,72,0,0,0,0,1,0,0,0,0,10,1,0,1,0,0,0,13,52,0,0,0,1
3,1,4,67,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,28,32,0,0,0,1
3,0,6,95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10,78,0,0,0,1
3,0,4,114,1,0,0,0,0,0,1,0,0,15,1,0,0,0,1,0,13,42,51,0,1,1
3,1,5,77,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,18,52,0,0,0,1
3,1,2,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,17,0,0,0,1
1,0,4,64,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,14,43,0,0,0,1
2,0,2,36,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,15,0,0,0,1
4,1,5,74,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,40,0,0,0,1
3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,21,0,0,0,1
2,0,5,199,0,0,0,0,3,0,3,2,0,54,1,1,0,0,1,0,14,81,96,0,1,1
1,0,4,64,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,14,43,0,0,0,1
4,0,5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,49,0,0,0,1
4,2,4,66,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,26,33,0,0,0,1
3,1,5,74,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,46,0,0,0,1
2,0,2,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,15,0,0,0,1
2,0,3,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,22,0,0,0,1
3,0,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,20,0,0,0,1
5,1,4,72,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,22,43,0,0,0,1
2,0,3,46,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,23,0,0,0,1
2,0,4,53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8,38,0,0,0,1
1,0,6,76,0,0,0,0,0,0,0,0,0,21,1,1,0,0,1,0,11,58,0,0,0,1
4,1,4,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,29,0,0,0,1
2,0,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,23,0,0,0,1
3,1,5,72,0,0,0,0,0,0,1,0,0,4,1,1,0,0,1,0,16,41,7,0,0,1
2,0,5,60,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,12,41,0,0,0,1
3,1,5,64,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,16,41,0,0,0,1
3,0,4,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,26,0,0,0,1
3,1,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,27,0,0,2,1
4,1,6,97,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,29,44,16,0,1,1
3,1,3,53,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,25,21,0,0,0,1
2,0,5,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,40,0,0,0,1
2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,18,0,0,0,1
1,0,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,9,0,0,0,1
3,0,4,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,29,0,0,0,1
2,0,3,122,0,0,0,0,0,0,2,1,0,45,1,1,0,0,0,0,12,45,57,0,0,1
3,1,5,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,46,0,0,1,1
2,0,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,22,0,0,0,1
2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,25,0,0,0,1
2,0,3,153,0,0,0,0,0,0,4,3,0,40,1,1,0,0,0,0,19,44,82,0,0,1
2,0,3,153,0,0,0,0,0,0,4,3,0,39,1,1,0,0,0,0,19,44,82,0,0,1
14,0,3,242,0,0,0,0,0,0,6,12,1,74,1,0,0,0,0,0,15,20,174,0,0,1
2,0,4,58,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,17,34,0,0,0,1
3,1,2,43,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,19,0,0,0,1
2,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,13,0,0,0,1
2,0,2,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,16,0,0,0,1
3,1,5,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,16,36,7,0,0,1
4,1,6,99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14,78,0,0,0,1
2,0,1,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,11,0,0,0,1
2,0,5,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,36,0,0,0,1
2,0,4,52,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,27,0,0,0,1
4,0,2,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,20,0,0,1,1
2,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,31,0,0,0,1
13,1,11,76,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,55,0,0,0,1
2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,21,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,13,53,0,0,0,1
2,0,4,73,1,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,13,53,0,0,0,1
2,0,5,60,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,10,43,0,0,0,1
3,1,3,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,21,0,0,0,1
1,0,4,64,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,14,43,0,0,0,1
1,0,4,79,1,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,13,59,0,0,0,1
6,1,5,83,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,19,57,0,0,1,1
2,0,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,24,0,0,0,1
12,1,11,76,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,55,0,0,0,1
6,4,4,125,4,2,0,0,0,0,0,0,0,18,1,1,0,0,0,0,42,43,32,0,2,1
5,0,4,57,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,9,41,0,0,1,1
1,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,15,0,0,0,1
2,0,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,27,0,0,0,1
1,0,3,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,10,0,0,0,1
3,1,1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,0,1
4,0,3,89,0,0,0,0,1,0,2,3,0,29,1,0,1,0,0,0,12,22,47,0,0,1
4,0,3,192,0,0,0,0,3,0,13,10,0,49,1,0,1,0,0,0,12,22,150,0,1,1
4,0,3,134,0,0,0,0,2,0,6,4,0,40,1,0,1,0,0,0,12,22,92,0,1,1
11,0,3,161,2,0,0,0,0,0,8,4,0,18,1,1,0,0,1,0,14,33,106,0,0,1
3,0,4,56,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,35,0,0,0,1
2,0,1,39,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,18,14,0,0,1,1
2,0,4,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,28,0,0,0,1
1,0,3,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,13,0,0,0,1
2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,20,0,0,0,1
2,1,5,51,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,19,25,0,0,0,1
3,1,3,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,20,0,0,0,1
4,2,4,67,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,26,34,0,0,0,1
1,0,5,56,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11,38,0,0,0,1
4,0,3,51,0,0,0,0,1,0,1,1,0,9,1,0,1,0,0,0,12,22,9,0,0,1
5,0,5,100,0,0,0,0,0,0,2,0,0,12,1,0,0,0,1,0,16,40,36,0,0,1
2,0,5,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,31,0,0,0,1
2,1,5,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,25,0,0,0,1
4,0,3,149,0,0,0,0,5,0,10,4,0,9,1,0,1,0,0,0,12,22,107,0,1,1
